product_name, product_price, product_link
MSI Gaming GeForce RTX 4080 SUPER 16GB GDDR6X PCI Express 4.0 ATX Video Card RTX 4080 SUPER 16G GAMING X SLIM,$1549,https://www.newegg.ca/msi-rtx-4080-super-16g-gaming-x-slim-nvidia-geforce-rtx-4080-super-16gb-gddr6x/p/N82E16814137886
MSI EXPERT GeForce RTX 4080 SUPER 16GB GDDR6X PCI Express 4.0 Video Card RTX 4080 SUPER 16G EXPERT,$1559,https://www.newegg.ca/msi-rtx-4080-super-16g-expert-nvidia-geforce-rtx-4080-super-16gb-gddr6x/p/N82E16814137871
ASUS ProArt GeForce RTX 4080 SUPER OC Edition Graphics Card (PCIe 4.0 16GB GDDR6X DLSS 3 HDMI 2.1a DisplayPort 1.4a) PROART-RTX4080S-O16G,$1569,https://www.newegg.ca/asus-geforce-rtx-4080-super-proart-rtx4080s-o16g/p/N82E16814126704
GIGABYTE GeForce RTX 4080 SUPER AERO OC 16G Graphics Card 3x WINDFORCE Fans 16GB 256-bit GDDR6X GV-N408SAERO OC-16GD Video Card,$1599,https://www.newegg.ca/gigabyte-gv-n408saero-oc-16gd-nvidia-geforce-rtx-4080-super-16gb-gddr6x/p/N82E16814932670
ASUS ProArt GeForce RTX 4080 SUPER Graphics Card (PCIe 4.0 16GB GDDR6X DLSS 3 HDMI 2.1a DisplayPort 1.4a) PROART-RTX4080S-16G,$1599,https://www.newegg.ca/asus-video-card-proart-rtx4080s-16g-nvidia-geforce-rtx-4080-super-16gb-gddr6x/p/N82E16814126734
MSI Suprim GeForce RTX 4080 SUPER 16GB GDDR6X PCI Express 4.0 Video Card RTX 4080 SUPER 16G SUPRIM X,$1699,https://www.newegg.ca/msi-rtx-4080-super-16g-suprim-x-nvidia-geforce-rtx-4080-super-16gb-gddr6x/p/N82E16814137853
ASUS ROG Strix GeForce RTX 4080 SUPER OC Edition Gaming Graphics Card (PCIe 4.0 16GB GDDR6X DLSS 3 HDMI 2.1a DisplayPort 1.4a Vapor chamber Aura Sync) ROG-STRIX-RTX4080S-O16G-GAMING,$1749,https://www.newegg.ca/asus-geforce-rtx-4080-super-rog-strix-rtx4080s-o16g-gaming/p/N82E16814126692
ZOTAC GAMING GeForce RTX 4080 SUPER AMP DLSS 3 16GB GDDR6X 256-bit 23 Gbps PCIE 4.0 Gaming Graphics Card IceStorm 2.0 Advanced Cooling SPECTRA RGB Lighting ZT-D40820F-10P,$1749,https://www.newegg.ca/zotac-amp-zt-d40820f-10p-nvidia-geforce-rtx-4080-super-16gb-gddr6x/p/N82E16814500583
ASUS GeForce RTX 4080 SUPER Noctua OC Edition 16GB GDDR6X Graphics Card (PCIe 4.0 DLSS 3HDMI 2.1a DisplayPort 1.4a Noctua NF-A12x25 PWM fans Tailor-made heatsink) RTX4080S-O16G-NOCTUA,$1827,https://www.newegg.ca/asus-geforce-rtx-4080-super-rtx4080s-o16g-noctua/p/N82E16814126713
ASUS ROG Strix GeForce RTX 4080 SUPER White OC Edition Gaming Graphics Card (PCIe 4.0 16GB GDDR6X DLSS 3 HDMI 2.1a DisplayPort 1.4a Vapor Chamber) ROG-STRIX-RTX4080S-O16G-WHITE,$1849,https://www.newegg.ca/asus-geforce-rtx-4080-super-rog-strix-rtx4080s-o16g-white/p/N82E16814126703
MSI Gaming GeForce RTX 4080 16GB GDDR6X PCI Express 4.0 Video Card RTX 4080 16GB GAMING X TRIO,$1999,https://www.newegg.ca/p/1FT-0009-00BP1
ZOTAC GeForce RTX4080 Apocalypse OC 16 GB Graphics Card GDDR6X 256-bit PCI Express 4.0 16x Video Card,$2129,https://www.newegg.ca/p/1FT-000M-003N6
ZOTAC GeForce RTX4080 AMP EXTREME AIRO 16 GB Graphics Card GDDR6X 256-bit PCI Express 4.0 16x Video Card,$2129,https://www.newegg.ca/p/1FT-000M-003N7
MSI Ventus GeForce RTX 4080 16GB GDDR6X PCI Express 4.0 Video Card RTX 4080 16GB VENTUS 3X OC,$2349,https://www.newegg.ca/msi-rtx-4080-16gb-ventus-3x-oc-nvidia-geforce-rtx-4080-gddr6x/p/N82E16814137765
YEYIAN Gaming PC Phoenix Glass GeForce RTX 4080 Super - AI Accelerated Intel Core i7 13700F 32GB DDR5 6000MHz RGB 240mm AIO 1TB SSD 850W PSU Windows 11 Home - YPI-PG37F0C-48S1N,$2699,https://www.newegg.ca/yeyian-ypi-pg37f0c-48s1n-phoenix-glass/p/N82E16883630056
ABS Vortex-X Ruby Gaming PC - Windows 11 Home - Ryzen 7 7700X - GeForce RTX 4080 Super - DLSS 3.5 - AI-Powered Performance - 32GB DDR5 6000MHz - 1TB M.2 NVMe SSD - VXR7700X4080S2,$2899,https://www.newegg.ca/p/N82E16883360533
ABS Vortex-X Aqua Gaming PC – Windows 11 Home - Intel i7 13700KF – GeForce RTX 4080 Super – DLSS 3 - AI-Powered Performance - 32GB DDR5 5600MHz – 1TB M.2 NVMe SSD – ABVXA13700KF4080S,$3099,https://www.newegg.ca/p/N82E16883360512
Yeyian Gaming Desktop PHOENIX-GLASS Intel Core i7 14th Gen 14700KF NVIDIA GeForce RTX 4080 SUPER -AI Accelerated  32GB DDR5 RGB 6000MHz 2 TB SSD 240mm AIO Liquid 850W Gold PSU AC Wi-Fi Windows 11 Home,$3099,https://www.newegg.ca/yeyian-ypi-pg47kfc-48s1n-phoenix-glass/p/N82E16883630053
Yeyian Gaming PC PHOENIX- IRON MESH Intel i9 14900KF Nvidia RTX 4080 SUPER- AI accelerated DDR5 32GB 6000MHz 2TB SSD 360mmAIO - YPI-PM49KFC-48S1N,$3299,https://www.newegg.ca/yeyian-ypi-pm49kfc-48s1n-phoenix-mesh/p/N82E16883630054
ABS Vortex Aqua Expert AI PC - Windows 11 Pro - Intel i7 14700F - GeForce RTX 4080 Super - DLSS 3.5 - AI-Powered Performance - 64GB DDR5 6000MHz - 1TB M.2 NVMe SSD + 2TB M.2 NVMe SSD -ABSAI14700F4080S,$3399,https://www.newegg.ca/abs-vortex-aqua-expert-ai-pc-geforce-rtx-4080-super-intel-core-i7-64gb-ddr5-absai14700f4080s/p/N82E16883360504
ABS Eurus Aqua Gaming PC – Windows 11 - Intel Core i9 14900KF – GeForce RTX 4080  Super – DLSS 3.5 - AI-Powered Performance - 32GB DDR5 6000MHz - 2TB M.2 NVMe SSD – EA14900KF4080S,$3499,https://www.newegg.ca/p/N82E16883360520
ABS Vortex Aqua Expert AI PC - Windows 11 Pro - Intel i7 14700F - GeForce RTX 4080 Super - DLSS 3 - AI-Powered Performance - 64GB DDR5 6000MHz - 1TB M.2 NVMe SSD + 2TB M.2 NVMe SSD - ABSAI14700F4080S2,$3499,https://www.newegg.ca/abs-vortex-aqua-expert-ai-pc-absai14700f4080s2-rtx-4080/p/N82E16883360514
Cooler Master TD5 Pro Gaming PC - Intel i9-14900KF - NVIDIA GeForce RTX 4080 SUPER - 32GB DDR5 6000MHz - 1 TB PCIe SSD - Windows 11 – High Performance Gaming PC Desktop,$3599,https://www.newegg.ca/p/N82E16883992009
iBUYPOWER Y40 Gaming Desktop - Intel Core i9 14900KF NVIDIA GeForce RTX 4080 Super 16GB 32GB DDR5 RGB RAM 2TB NVMe SSD _Y40BI9N48S01,$3699,https://www.newegg.ca/p/3D5-0007-00HW1
CLX SET Gaming Desktop - Intel Core i7 13700KF 3.4GHz 16-Core Processor 32GB DDR5 Memory GeForce RTX 4080 SUPER 16GB GDDR6X Graphics 1TB NVMe M.2 SSD 4TB HDD WiFi Win 11 Home 64-bit,$3829,https://www.newegg.ca/clx-tgmsetrtu2b06wm/p/3D5-000B-002R2
CLX Gaming Desktop - Intel Core i9 14900KF 3.2GHz 24-Core Processor 32GB DDR5 Memory GeForce RTX 4080 SUPER 16GB GDDR6X Graphics 2TB NVMe M.2 SSD WiFi Win 11 Home 64-bit,$3849,https://www.newegg.ca/clx-tgmsetrtu4209bm/p/3D5-000B-002W6
TECHNOID White Gaming PC (RTX 4080 SUPER Intel Core i7 14th Gen 32 GB RAM DDR5 2TB SSD Windows 11 H Gaming Keyboard & Mouse,$3899,https://www.newegg.ca/p/3D5-0036-000E6
CLX SET Gaming Desktop - AMD Ryzen 9 7900X 4.7GHz 12-Core Processor 32GB DDR5 Memory GeForce RTX 4080 SUPER 16GB GDDR6X Graphics 1TB NVMe M.2 SSD 4TB HDD WiFi Win 11 Home 64-bit,$4099,https://www.newegg.ca/clx-tgmsetrtu2b02bm/p/3D5-000B-002R0
TECHNOID ULTIMATE Gaming PC - GeForce RTX 4080 SUPER Intel i9 14900K 32GB DDR5 2TB SSD Win 11 Home,$4199,https://www.newegg.ca/p/3D5-0036-000P0
TECHNOID Gaming PC  Intel i9 14th Gen GeForce RTX 4080 SUPER  32GB DDR5 2TB SSD 4TB HDD Win 11 home Keyboard & Mouse,$4199,https://www.newegg.ca/p/3D5-0036-000G0
CLX SET Gaming Desktop - Intel Core i9 13900KF 3GHz 24-Core Processor 32GB DDR5 Memory GeForce RTX 4080 SUPER 16GB GDDR6X Graphics 1TB NVMe M.2 SSD 4TB HDD WiFi Win 11 Home 64-bit,$4339,https://www.newegg.ca/clx-tgmsetrtu2b07bm/p/3D5-000B-002P6
TECHNOID's Ultimate Gaming PC  AMD Ryzen 9 7900X GeForce RTX 4080 32GB DDR5 2TB SSD 4TB HDD Win 11 Pro Keyboard & Mouse!,$4499,https://www.newegg.ca/p/3D5-0036-00086
CLX SET Gaming Desktop - AMD Ryzen 7  7800X3D 4.2GHz 8-Core Processor 32GB DDR5 Memory GeForce RTX 4080 SUPER 16GB GDDR6X Graphics 2TB NVMe M.2 SSD 6TB HDD WiFi Win 11 Home 64-bit,$4549,https://www.newegg.ca/clx-tgmsetrtu3408bm/p/3D5-000B-002S9
CLX SET Gaming Desktop - Intel Core i9 13900KF 3GHz 24-Core Processor 64GB DDR5 Memory GeForce RTX 4080 SUPER 16GB GDDR6X Graphics 1TB NVMe M.2 SSD 6TB HDD WiFi Win 11 Home 64-bit,$4659,https://www.newegg.ca/clx-tgmsetrtu2b09wm/p/3D5-000B-002R3
CLX HORUS Gaming Desktop - Intel Core i9 14900KF 3.2GHz 24-Core Processor 64GB DDR5 Memory GeForce RTX 4080 SUPER 16GB GDDR6X Graphics 2TB NVMe M.2 SSD 6TB HDD WiFi Win 11 Home 64-bit,$4669,https://www.newegg.ca/clx-tgmhorrtu3a03bm-horus/p/3D5-000B-002V8
CLX SET Gaming Desktop - AMD Ryzen 9 7950X 4.5GHz 16-Core Processor 64GB DDR5 Memory GeForce RTX 4080 SUPER 16GB GDDR6X Graphics 1TB NVMe M.2 SSD 6TB HDD WiFi Win 11 Home 64-bit,$4779,https://www.newegg.ca/clx-tgmsetrtu2b05wm/p/3D5-000B-002P8
Corsair Gaming Desktop ONE i500 Wood Bright CS-9020039-NA Intel Core i9-14900K 32GB DDR5 2 TB PCIe SSD GeForce RTX 4080 SUPER Windows 11 Home 64-bit,$4999,https://www.newegg.ca/corsair-cs-9020039-na-one-i500-wood-bright/p/N82E16883304044
Corsair Gaming Desktop ONE i500 Wood Dark CS-9020038-NA Intel Core i9-14900K 32GB DDR5 2 TB PCIe SSD GeForce RTX 4080 SUPER Windows 11 Home 64-bit,$4999,https://www.newegg.ca/corsair-cs-9020038-na-one-i500-wood-dark/p/N82E16883304043
HP OMEN 45L Gaming Desktop GT22-1069 Bundle PC Intel Core i7 13700KF-NVIDIA GeForce RTX 4080 (16 GB)-32GB DDR5-1 TB M.2 PCI Express NVMe SSD-Tower - Black-Windows 11 Home,$5099,https://www.newegg.ca/p/N82E16883451770
CLX SET Gaming Desktop - AMD Ryzen 9 7950X 4.5GHz 16-Core Processor 32GB DDR5 Memory GeForce RTX 4080 SUPER 16GB GDDR6X Graphics 1TB NVMe M.2 SSD 4TB HDD WiFi Win 11 Home 64-bit,$5139,https://www.newegg.ca/clx-tgmsetrtu2b03wm/p/3D5-000B-002P7
CLX SET Gaming Desktop - AMD Ryzen 9 7900X 4.7GHz 12-Core Processor 64GB DDR5 Memory GeForce RTX 4080 SUPER 16GB GDDR6X Graphics 1TB NVMe M.2 SSD 6TB HDD WiFi Win 11 Home 64-bit,$5239,https://www.newegg.ca/clx-tgmsetrtu2b04wm/p/3D5-000B-002R1
CLX RA Gaming Desktop - Intel Core i9 14900KF 3.2GHz 24-Core Processor 64GB DDR5 Memory GeForce RTX 4080 SUPER 16GB GDDR6X Graphics 2TB NVMe M.2 SSD 6TB HDD WiFi RA Print Edition Win 11 Home,$5339,https://www.newegg.ca/clx-tgmraartu3a05bm/p/3D5-000B-002V6
CLX RA Gaming Desktop - Intel Core i9 13900KF 3GHz 24-Core Processor 32GB DDR5 Memory GeForce RTX 4080 SUPER 16GB GDDR6X Graphics 1TB NVMe M.2 SSD 4TB HDD WiFi Win 11 Home 64-bit,$5869,https://www.newegg.ca/clx-tgmraartu3102wm/p/3D5-000B-002U2
